wind_speed,temperature,humidity,air_pressure,wind_direction,turbine_condition,hour_of_day,season,energy_output_kwh
7.480251614526379,16.77701000933254,98.00728836307354,1031.561572020262,SE,Good,13,Summer,141.32591519071957
15.879761221963486,1.6465564128989882,53.19429049721356,1006.1404751736982,West,Good,14,Spring,1483.251165527212
11.179963201827595,18.801978510059634,63.742874067845776,1012.3576492803264,SE,Excellent,16,Spring,640.4211570794807
9.643842191049014,21.10585745283823,43.726839891687504,1013.8703410221259,SW,Good,0,Spring,340.5894254663748
5.294843199545339,20.597904479310397,72.75460497530378,1025.7264632330794,North,Excellent,20,Winter,76.11279972247884
5.294565628809773,25.807807255546216,49.6478250861182,979.2966599902309,NE,Fair,16,Spring,41.16720091322733
3.956957125477092,23.33922154548904,44.48948049068987,1003.8994955785206,North,Excellent,22,Autumn,22.792946102352918
13.345429710976845,19.591800792284367,66.16008399121853,1016.1692553841921,South,Excellent,10,Winter,1035.0188545918852
9.669501798170787,14.298342885413529,30.385405941229457,1031.0011843464029,West,Good,16,Winter,361.4197486889174
10.87693663090448,-1.609609335159913,30.53648228544577,1005.6214632874069,North,Good,13,Winter,508.1602877716458
3.153757215338163,19.296182191325858,45.33481663713005,984.8517094093719,SW,Good,19,Spring,11.016298235713172
16.974233817131747,17.07687687163111,32.57049537505748,1022.295671689492,SE,Excellent,18,Winter,2000.0
12.692590461375541,17.715788371953735,37.561802789148395,1003.4695641676155,East,Good,20,Spring,813.710901617353
5.908453404600419,2.232514241796906,53.72024545371261,995.1550001136446,North,Excellent,6,Spring,92.91816958436468
5.583776678307181,4.189434595917376,86.1809975705869,1003.6348191543017,West,Poor,23,Winter,41.23612303497798
5.60099028897114,25.531528533329038,70.04340503585107,1010.2321196351622,NE,Poor,12,Summer,21.737532698164856
6.818323223432664,14.60444846143345,65.88674081694916,1003.9288300319269,SE,Good,17,Summer,161.46240626694856
8.900100084425926,21.815006973726245,50.54421762456852,979.916509143514,NE,Excellent,22,Winter,346.57485516058716
8.016175884558358,15.283183761304612,95.22276036029714,1026.455992953307,West,Good,13,Summer,192.47864988340456
6.69364160577395,15.297561394957452,57.79105288660342,1032.1231256191809,SE,Excellent,0,Autumn,93.7901820545854
9.78252760544973,24.382838059759976,36.096493675704004,1022.7728298700926,South,Good,6,Autumn,381.26779399889796
5.100807933192521,9.839552717826262,73.1946561282461,995.9347149436278,SE,Excellent,7,Spring,49.91032537631523
6.702445402995525,15.961207769409834,37.9686875433621,1009.9776269907873,South,Poor,17,Summer,36.07203994818787
7.403863614686645,10.377247112949576,54.165619996118444,1012.9021802715581,NE,Excellent,8,Autumn,173.70399516717933
8.242741386844852,10.655037725676845,65.51883571024662,1021.9819158434286,NE,Good,0,Winter,189.46919537559756
11.921083847341396,11.908278765313607,91.1955767279623,1023.0251073307712,West,Good,21,Summer,598.8193944457888
5.775592029898911,17.22133771633713,64.5482606238083,1001.9873930183226,South,Good,16,Autumn,103.62956010770361
8.797783897868495,10.212513783365226,79.15811362221649,1014.2299333462034,NE,Excellent,18,Autumn,303.09592411003854
9.578938063068247,27.55756125573521,99.49717872993493,1019.8592060692287,South,Poor,5,Winter,196.05537174890662
3.7447310349764935,6.053926977804961,39.20423839285871,1034.8373348322016,NE,Good,2,Spring,0.0
9.737009326708547,13.131283558386409,49.231206786366364,1023.5675980973708,SE,Good,23,Winter,343.5910876089467
5.459121293992833,10.60268941725825,57.62032529183524,1024.8358503106328,North,Excellent,4,Spring,53.11146717380448
4.074823263865015,29.469778843537327,59.527972497718196,1014.2573994189404,SW,Good,1,Autumn,49.91902276970241
15.795507195621463,16.965547765115748,58.771475268588205,1034.1568871780526,East,Good,19,Spring,1473.6189412541069
16.68742121400197,25.31844539468635,93.53277017895884,1019.1464419393925,SW,Excellent,3,Autumn,1892.6218486640548
12.283444007725432,0.14439626963028118,79.98228511267996,1000.0836813473965,SE,Excellent,9,Autumn,791.1189362131025
6.821869247294096,17.670502658692588,72.55336498634927,1034.0505495518778,NW,Fair,9,Summer,59.11170659756499
4.56471210083323,23.89630795623437,51.65609025039475,1023.4685490880854,SW,Excellent,23,Spring,30.216383930241356
10.589298506764935,15.822839892754242,87.66532689549064,1006.3543396830728,North,Excellent,20,Spring,509.5566151299208
8.093095594643621,25.654803750653514,96.85423580394922,1005.8076054890114,NW,Good,10,Spring,170.6839068804652
4.886129410314914,9.827115498996278,87.48387977851586,1017.4486331771114,NE,Fair,15,Winter,0.0
8.614153203591947,29.0934744018558,30.109557363403102,1019.9477719290138,East,Excellent,16,Summer,282.3094103691826
3.496528707503689,37.9889812361925,74.54809591283849,1015.9593839844681,East,Good,15,Summer,9.733613833395097
14.39463855032302,11.371614395603409,33.57947670094705,1017.6696301016433,NE,Excellent,6,Summer,1394.5043800277144
6.377818831085168,10.54497478599228,48.03250542336053,1038.4993606186456,NE,Excellent,15,Winter,115.8366727066341
10.337887688627063,29.53384477117701,34.16672902434402,1029.0731472835232,South,Excellent,2,Spring,502.38218112796585
6.889476579971308,30.795721457307124,72.26568170645714,1015.8595338689754,NE,Fair,15,Spring,109.70348660609733
8.854421736236445,9.771399728467317,78.06129394448247,1027.1196587115123,West,Excellent,7,Spring,290.3259341889787
9.116060923772016,10.798131829041427,38.01413466461336,997.512141447087,SW,Excellent,11,Summer,354.1737637102003
5.616748590724267,12.182153911394927,56.86872181314857,1018.9689057492021,NE,Good,2,Summer,55.52396692110739
16.95124264050044,1.5554948896572292,61.93655562688794,1040.1395952459966,West,Fair,16,Autumn,1417.1102398768885
11.772599661136283,5.813480535158018,55.83371152326416,1009.7293115691144,NE,Excellent,20,Winter,716.8748183407349
15.398732881681807,4.958592332479322,38.47175003396352,1000.2854910707138,South,Good,17,Winter,1433.919777844767
14.005737288571185,7.322024348958715,59.326345313123284,1003.2186666711041,West,Excellent,10,Summer,1231.3957305049469
9.635933629395268,14.653151126132189,82.58246334658926,996.6555044398642,SW,Good,3,Autumn,323.0476912275911
14.773561142971912,17.342147325365207,34.970536517327886,1001.2285713780844,North,Good,15,Spring,1279.646218102629
4.435148737346324,30.50500492814077,35.61260098573324,1007.4423785211495,West,Good,16,Summer,0.0
5.736391368205574,5.01645959261209,54.833990428518895,991.9164947123204,SE,Excellent,8,Winter,97.64346507053983
3.7210595004116636,24.843223984765835,95.92079981332475,1013.234275009244,South,Excellent,5,Winter,21.93104916697952
7.018570867826573,12.860111557744911,76.80008527060399,1026.5341576067997,NW,Excellent,23,Winter,157.14724140057356
7.6121598939116115,14.505362903475671,77.50689696707954,999.3836572977962,SW,Excellent,19,Spring,190.02023949403403
6.501096351486473,21.748194921666038,55.33439935865054,1035.7892588546265,West,Excellent,1,Winter,110.99494172282705
12.626932924198767,3.7727797843770148,71.55625538459769,1020.6618813279139,SE,Fair,8,Spring,578.547706318593
7.313993598971652,18.824097461840505,30.709182881942038,1028.4587087843609,SE,Poor,20,Spring,77.40813091025765
6.594277067025012,16.66452208213056,74.52672324866796,1003.132481692218,SW,Poor,5,Spring,23.013846612133605
9.076302235298867,19.924512640081492,93.93008633033656,1025.8178784059992,SW,Fair,2,Summer,223.522109284446
5.117929033913416,17.891686439078182,72.88014278413735,996.6209914940703,SE,Good,19,Spring,20.059301606709163
12.183857330578762,39.55300139910894,91.15890154264414,1026.3537125125476,NE,Good,5,Autumn,646.5512986916343
4.226758990983033,8.62260015748684,80.67811388262658,1015.577590096903,SE,Excellent,6,Winter,61.40294232615036
18.654890144746933,9.690030449981823,38.43908914825832,1021.2987682997717,NE,Good,0,Summer,2000.0
11.730722567181573,8.768594735752355,93.17173151000893,995.3660809156272,NW,Good,22,Winter,555.7634107843344
5.765438114267276,9.445228808397452,34.65106910490424,999.5739523658509,South,Good,0,Spring,71.48546580696544
2.595310762593681,8.626128726934823,67.37772307834346,1021.9584232738008,East,Fair,4,Summer,1.4963331292894577
12.399682387415112,26.890165311075517,39.94959866554204,998.774779936637,NE,Excellent,5,Autumn,913.6805040074976
10.861948886829062,29.205042479898548,30.819462751163286,1019.9480943814868,SE,Excellent,12,Spring,579.3669240715315
11.141248610689457,9.292537062505238,59.54239820893473,992.4929329030963,SE,Poor,1,Winter,237.5182560317739
11.716672767299764,6.676444268957713,50.652849535790935,1025.72261319,North,Excellent,14,Autumn,752.827756439977
4.218890036230494,19.71415556386404,64.02003456583222,994.5121502784724,SE,Good,14,Spring,21.368900475352646
7.330021672998983,9.477769557190287,70.40399207141856,1021.2844990651929,South,Poor,12,Autumn,48.960611811137746
4.807419935578712,21.32931817755511,33.061735061626315,1022.38446400469,West,Good,13,Spring,49.35785478910803
13.28121857718067,17.029230208513,38.610230658662196,1002.5484227235564,West,Good,21,Summer,934.869806143479
